time,veh_u,veh_v,best_wheel,model_based,ekf_m_bw,veh_ref
2.74 sec,1.03113,0,0.94329087,1.05099932054359,0.943290870032429,0.90526
2.75 sec,1.06108,0,0.98847837,1.18947602775318,0.988478370038328,0.94247
2.76 sec,1.08548,0,1.01107212,1.1492398688529,1.01107212003678,0.973280000000002
2.77 sec,1.12272,0,1.028015625,1.22895355897042,1.0280156250386,1.01758
2.78 sec,1.14806,0,1.090150245,1.24221591021152,1.09015024503732,1.0407
2.79 sec,1.18675,0,1.1296875,1.30711151743171,1.12968750003907,1.07463
2.8 sec,1.21307,0,1.157931495,1.28720564964377,1.15793149503509,1.10445
2.81 sec,1.25322,0,1.23135936293268,1.41513612623891,1.231359362969,1.1538
2.82 sec,1.28737,0,1.231359375,1.36528872829139,1.2313593750324,1.19332
2.83 sec,1.32213,0,1.29349394060858,1.47320714022962,1.29349394064269,1.23276
2.84 sec,1.35748,0,1.3048989,1.42518695570826,1.30489890003414,1.27261
2.85 sec,1.39343,0,1.34987034,1.46713923519216,1.34987034003262,1.31137
2.86 sec,1.42994,0,1.4122271530457,1.53221373106338,1.4122271530809,1.34719
2.87 sec,1.46701,0,1.41763497,1.47708728101834,1.41763497003277,1.38181
2.88 sec,1.50461,0,1.470361780818,1.56043382893085,1.47036178085212,1.41556
2.89 sec,1.54274,0,1.524920235,1.57906424299467,1.52492023503309,1.45047
2.9 sec,1.58133,0,1.524920235,1.57273383682711,1.52492023502523,1.48992
2.91 sec,1.62039,0,1.58176431398119,1.63674366043627,1.58176431400294,1.53132
2.92 sec,1.65989,0,1.6382402201674,1.68154835926042,1.63824022018488,1.57293
2.93 sec,1.6998,0,1.66611367600103,1.69369421358917,1.66611367601211,1.6142
2.94 sec,1.74009,0,1.69470763077752,1.72330509495012,1.6947076307852,1.65315
2.95 sec,1.78072,0,1.74550319758539,1.77499891282651,1.74550319759155,1.69234
2.96 sec,1.82166,0,1.80200433890203,1.82931178161735,1.80200433890693,1.73381
2.97 sec,1.8629,0,1.8527962748762,1.88282108857652,1.85279627488064,1.77756
2.98 sec,1.9044,0,1.87514583652104,1.89705418886405,1.87514583652442,1.82781
2.99 sec,1.94615,0,1.91472870716796,1.93599072030818,1.91472870717092,1.87462
3 sec,1.98808,0,1.94880446703324,1.96489281501775,1.94880446703556,1.90613
3.01 sec,2.02177,0,1.95427427443127,1.99062051907384,1.9542742744354,1.93012
3.02 sec,2.0725,0,2.04473333208332,2.07989165624091,2.04473333208805,1.98191
3.03 sec,2.10644,0,2.06168044343945,2.07352064935842,2.06168044344143,2.02204
3.04 sec,2.1575,0,2.14075843990637,2.17516759600219,2.14075843991013,2.08072
3.05 sec,2.19163,0,2.14075843990637,2.15444154859223,2.14075843990831,2.11949
3.06 sec,2.24294,0,2.23113327016369,2.25391827066119,2.23113327016627,2.17417
3.07 sec,2.27722,0,2.23113327016369,2.23793648381973,2.23113327016465,2.20876
3.08 sec,2.32874,0,2.28196724104833,2.32322773066329,2.28196724105257,2.25594
3.09 sec,2.37174,0,2.35539868749176,2.37306463378493,2.35539868749404,2.29525
3.1 sec,2.41482,0,2.40623264251146,2.41580713139506,2.40623264251257,2.34137
3.11 sec,2.45796,0,2.44577348404203,2.45584849253594,2.4457734840431,2.38901
3.12 sec,2.50117,0,2.48531055834986,2.49883366872394,2.48531055835126,2.43422
3.13 sec,2.54445,0,2.53049802304713,2.53790523619378,2.53049802304791,2.47755
3.14 sec,2.5878,0,2.56438862157008,2.56858650596208,2.56438862157051,2.51775
3.15 sec,2.63123,0,2.60957608626736,2.61311402105203,2.60957608626771,2.55659
3.16 sec,2.67474,0,2.64911692537605,2.65050548309388,2.64911692537619,2.59471
3.17 sec,2.71834,0,2.68300962,2.70563722254257,2.68300962000226,2.63393
3.18 sec,2.76204,0,2.722546875,2.75343127367683,2.72254687500299,2.67663
3.19 sec,2.80587,0,2.801625,2.80536118160728,2.8016250000002,2.72278
3.2 sec,2.84975,0,2.835515625,2.8389449822429,2.83551562500031,2.77721
3.21 sec,2.89378,0,2.87505424886241,2.87345863271177,2.87505424886221,2.8283
3.22 sec,2.93795,0.00023,2.86940400827666,2.91742491924927,2.86940400828148,2.86193
3.23 sec,2.98224,0.00062,2.98223795001983,2.98038028335661,2.98223795001916,2.89545
3.24 sec,3.02667,0.00098,3.010702095,3.01293761775272,3.01070209500025,2.94639
3.25 sec,3.07124,0.00131,3.05569464765149,3.06599725120046,3.05569464765248,3.00256
3.26 sec,3.10704,0.00155000000000002,3.07850730000013,3.0897142265422,3.07850730000107,3.04289
3.27 sec,3.16084,0.00189,3.15737034,3.14974798120775,3.15737033999905,3.10091
3.28 sec,3.19689,0.00209000000000001,3.18561903,3.19214611937875,3.1856190300008,3.13839
3.29 sec,3.25107,0.00237,3.242286225,3.24789734741084,3.24228622500044,3.1927
3.3 sec,3.28735,0.00253000000000001,3.24220312500001,3.2757325720446,3.24220312500324,3.22668
3.31 sec,3.34189,0.00275,3.36081910265435,3.34532642440311,3.36081910265212,3.27879
3.32 sec,3.37843,0.00288000000000001,3.36646572758481,3.37252362546516,3.36646572758579,3.32126
3.33 sec,3.43334,0.00304,3.42859981522464,3.42701575018393,3.42859981522434,3.38629
3.34 sec,3.47929,0.00315,3.4794375,3.47598845499354,3.47943749999969,3.42952
3.35 sec,3.52539,0.00324,3.50203125,3.51862580928676,3.50203125000175,3.47111
3.36 sec,3.57162,0.00331,3.58675563851822,3.57309590092928,3.58675563851641,3.51614
3.37 sec,3.61799,0.00336,3.615,3.62092815214872,3.61500000000098,3.56404
3.38 sec,3.66449,0.00338,3.694078125,3.68200279765561,3.69407812499862,3.61903
3.39 sec,3.7111,0.00338,3.716671875,3.7236800253023,3.71667187500107,3.67285
3.4 sec,3.75783,0.00335,3.733618995,3.76143061452789,3.73361899500256,3.71516
3.41 sec,3.80467,0.00329,3.79010337,3.79989654961582,3.7901033700001,3.75694
3.42 sec,3.85162,0.0032,3.87482297748572,3.86428354600695,3.87482297748435,3.8076
3.43 sec,3.89865,0.00308,3.93130727744907,3.91509712282057,3.9313072774478,3.86189
